filename,pano_id,lat,lon,heading,pitch,fov,date,status,user_label,notes
QOIUeoy2pgWTdrK5gNObRw_0.jpg,QOIUeoy2pgWTdrK5gNObRw,43.19407422231965,-79.22000320222928,0,0,90,2012-07,OK,,
QqGf_9rSC6-wpJoLA6afKg_0.jpg,QqGf_9rSC6-wpJoLA6afKg,43.18228844684574,-79.23576585653362,0,0,90,2025-05,OK,,
hrq09tkXfItTUqKf2d3UPg_0.jpg,hrq09tkXfItTUqKf2d3UPg,43.18133416739857,-79.23969694364818,0,0,90,2025-05,OK,,
J0r_kVxLMAbfhsCdOItwEA_0.jpg,J0r_kVxLMAbfhsCdOItwEA,43.19596071980066,-79.23007750979265,0,0,90,2025-06,OK,,
HDI6epg1T65uMCXd3Q9E6w_0.jpg,HDI6epg1T65uMCXd3Q9E6w,43.18476772902709,-79.22243786441074,0,0,90,2025-06,OK,,
iUigPUjBZXY4iGGa0K9xmg_0.jpg,iUigPUjBZXY4iGGa0K9xmg,43.18053598931655,-79.22554801286705,0,0,90,2025-06,OK,,
T5TXyKCIyxdl0ld25qnVTA_0.jpg,T5TXyKCIyxdl0ld25qnVTA,43.19616017540068,-79.22948985354708,0,0,90,2025-06,OK,,
MkEA0eFP7Y91EviVFVstQQ_0.jpg,MkEA0eFP7Y91EviVFVstQQ,43.18924614957187,-79.24141944213157,0,0,90,2019-07,OK,,
3_pnorhvwCpD-VEG3ZyLzQ_0.jpg,3_pnorhvwCpD-VEG3ZyLzQ,43.19119673400155,-79.21999803850981,0,0,90,2025-06,OK,,
PVQq08oe0-2CxIs45I5MBw_0.jpg,PVQq08oe0-2CxIs45I5MBw,43.190777881873,-79.2282672001163,0,0,90,2025-06,OK,,
uBTbwg-jgXxYn4K0Pkm6ig_0.jpg,uBTbwg-jgXxYn4K0Pkm6ig,43.18763182148947,-79.23659664215911,0,0,90,2025-06,OK,,
JsDDhoV5LiTIKJwuSxly9w_0.jpg,JsDDhoV5LiTIKJwuSxly9w,43.18028337536914,-79.23182617200564,0,0,90,2025-05,OK,,
p7Y-TM30baEb1yOV-YQjgg_0.jpg,p7Y-TM30baEb1yOV-YQjgg,43.18741936143874,-79.22932058652616,0,0,90,2022-10,OK,,
ptBwx5zdAQFHf6JEngoQRA_0.jpg,ptBwx5zdAQFHf6JEngoQRA,43.18204491166822,-79.23628360334172,0,0,90,2025-05,OK,,
1vFEckXBrTzAoJKrqYbFTQ_0.jpg,1vFEckXBrTzAoJKrqYbFTQ,43.19707668440762,-79.22264664516464,0,0,90,2025-06,OK,,
QQdqgPB__bqKm1q3n0z0xw_0.jpg,QQdqgPB__bqKm1q3n0z0xw,43.19249209556838,-79.24278397855461,0,0,90,2025-06,OK,,
yJC82ODJmJ_Lcg3fF4YT1A_0.jpg,yJC82ODJmJ_Lcg3fF4YT1A,43.18151191213625,-79.22388890689335,0,0,90,2023-07,OK,,
0J8xngPHrBUDHt16F5uxPw_0.jpg,0J8xngPHrBUDHt16F5uxPw,43.18616195662372,-79.22191496383746,0,0,90,2025-06,OK,,
o-Rx7HyEQSJ6SNgzeq2Xaw_0.jpg,o-Rx7HyEQSJ6SNgzeq2Xaw,43.18695172990861,-79.24012174177692,0,0,90,2025-06,OK,,
AC91ebZbNLNZ4IvPJ1nSWg_0.jpg,AC91ebZbNLNZ4IvPJ1nSWg,43.1807393122068,-79.22496127496143,0,0,90,2025-06,OK,,
JOfeBvo4BxvmOX2FuXObwA_0.jpg,JOfeBvo4BxvmOX2FuXObwA,43.18646637860768,-79.23419994979734,0,0,90,2017-06,OK,,
TD1hcjrdjNccH4yXQRxHqw_0.jpg,TD1hcjrdjNccH4yXQRxHqw,43.19336907764472,-79.23921991465748,0,0,90,2022-10,OK,,
PMvcfFQeaasZr3fXeCRIxA_0.jpg,PMvcfFQeaasZr3fXeCRIxA,43.19160441664075,-79.23008929902227,0,0,90,2025-06,OK,,
wXWGLbmoT_vcvqkHe9m0ew_0.jpg,wXWGLbmoT_vcvqkHe9m0ew,43.18409061141008,-79.23787391233367,0,0,90,2012-07,OK,,
1K5ZX5jf25LzqnP_c-ypeA_0.jpg,1K5ZX5jf25LzqnP_c-ypeA,43.18375697862561,-79.22565042054542,0,0,90,2025-06,OK,,
LKzYOmHCMTNpl4M2EvSEcg_0.jpg,LKzYOmHCMTNpl4M2EvSEcg,43.18806317823524,-79.21984088917866,0,0,90,2025-06,OK,,
PsvpnHL8rmfGKDIrQcLVUg_0.jpg,PsvpnHL8rmfGKDIrQcLVUg,43.1917768396967,-79.2347508339079,0,0,90,2025-06,OK,,
R0mlN5jrx96vqpOeTLHqbw_0.jpg,R0mlN5jrx96vqpOeTLHqbw,43.18245041130545,-79.22608638341481,0,0,90,2025-06,OK,,
46x_kbsBvDZoCDzSDVRhbg_0.jpg,46x_kbsBvDZoCDzSDVRhbg,43.19579514854604,-79.22083059855343,0,0,90,2025-06,OK,,
AKb901dzDOAra_q08PNbIQ_0.jpg,AKb901dzDOAra_q08PNbIQ,43.17952677515265,-79.2283609994009,0,0,90,2022-10,OK,,
c1vXylbaOiG_4NYTDhuvmg_0.jpg,c1vXylbaOiG_4NYTDhuvmg,43.19687738150583,-79.22640220997212,0,0,90,2025-06,OK,,
3L6kk9W9zPS-WAYJuiuiEQ_0.jpg,3L6kk9W9zPS-WAYJuiuiEQ,43.19229498985429,-79.22709237766954,0,0,90,2025-06,OK,,
dh4zjwZAyOwYRY72p7qhfg_0.jpg,dh4zjwZAyOwYRY72p7qhfg,43.19361603625418,-79.24318742461536,0,0,90,2025-05,OK,,
mVOKEhWTDPXxrCkLLTAWQQ_0.jpg,mVOKEhWTDPXxrCkLLTAWQQ,43.19576518567428,-79.23327595105066,0,0,90,2025-06,OK,,
_iRfkhnKe7TNiGrf8G8dLw_0.jpg,_iRfkhnKe7TNiGrf8G8dLw,43.19579463233318,-79.22095280542419,0,0,90,2025-06,OK,,
2UowjLo4ULl8oMCoXW_wwA_0.jpg,2UowjLo4ULl8oMCoXW_wwA,43.18636411326649,-79.23882092588758,0,0,90,2025-06,OK,,
mOkd6B1tYh_jGM0yAnBQHA_0.jpg,mOkd6B1tYh_jGM0yAnBQHA,43.18530720879955,-79.22625660287358,0,0,90,2025-06,OK,,
OU9qEABkuZGT4f7P-ib7Dg_0.jpg,OU9qEABkuZGT4f7P-ib7Dg,43.17971980374377,-79.23523373684932,0,0,90,2025-05,OK,,
TNw4AtZcp-TC3Q4QXDIinQ_0.jpg,TNw4AtZcp-TC3Q4QXDIinQ,43.18439180794005,-79.22211711912698,0,0,90,2025-06,OK,,
2fkznJhQDluO7ZMQejDo_w_0.jpg,2fkznJhQDluO7ZMQejDo_w,43.18740851844496,-79.22090022206473,0,0,90,2025-06,OK,,
k9cZ-3KefQv7tIPT2F28jA_0.jpg,k9cZ-3KefQv7tIPT2F28jA,43.18999718647966,-79.23536048555323,0,0,90,2025-06,OK,,
0wgJ2IMNDXpTXPTEqlq4VQ_0.jpg,0wgJ2IMNDXpTXPTEqlq4VQ,43.18682728770253,-79.2358993162213,0,0,90,2025-06,OK,,
XLpNw_ODj0scq1D48RSlZg_0.jpg,XLpNw_ODj0scq1D48RSlZg,43.1848794099691,-79.22777109500525,0,0,90,2025-06,OK,,
4LBr59OF7G9SbNF47ymMhg_0.jpg,4LBr59OF7G9SbNF47ymMhg,43.19586132776136,-79.22431971444057,0,0,90,2025-06,OK,,
jmckhnq0Hnw0mkaIrBnfig_0.jpg,jmckhnq0Hnw0mkaIrBnfig,43.19478669621463,-79.24170518848888,0,0,90,2025-06,OK,,
rTtvkcPU9RXd6UDowF75bA_0.jpg,rTtvkcPU9RXd6UDowF75bA,43.18322772721192,-79.23076085240754,0,0,90,2014-05,OK,,
jE8bxQ9OnHio4HxVRd8bow_0.jpg,jE8bxQ9OnHio4HxVRd8bow,43.1915574094018,-79.22424338092581,0,0,90,2025-06,OK,,
uFPqlCfgHxYN5RvboGt6IQ_0.jpg,uFPqlCfgHxYN5RvboGt6IQ,43.19525713534272,-79.2417372821989,0,0,90,2025-06,OK,,
IzrkSR44AWihvrIN8ZXSAQ_0.jpg,IzrkSR44AWihvrIN8ZXSAQ,43.18438128381862,-79.23332818329497,0,0,90,2025-06,OK,,
r0Xa4IdNcO83SUxNnVAY5Q_0.jpg,r0Xa4IdNcO83SUxNnVAY5Q,43.18506482444288,-79.22719977488099,0,0,90,2025-06,OK,,
0YFotVhJOc2O2EkzP13d-g_0.jpg,0YFotVhJOc2O2EkzP13d-g,43.17981627214673,-79.22403339889733,0,0,90,2025-06,OK,,
Htbl-O03BuWEAEqqO91xpg_0.jpg,Htbl-O03BuWEAEqqO91xpg,43.1868746511248,-79.22292840378265,0,0,90,2025-06,OK,,
xs4rZul1X4LFCX-bIQDY3w_0.jpg,xs4rZul1X4LFCX-bIQDY3w,43.19015874003724,-79.23472691242188,0,0,90,2025-06,OK,,
Gvw0yuLzttC_bVaGzAV4nw_0.jpg,Gvw0yuLzttC_bVaGzAV4nw,43.18782671987221,-79.24016536586329,0,0,90,2025-06,OK,,
HXI8tosBuT7ABotLRLzWaQ_0.jpg,HXI8tosBuT7ABotLRLzWaQ,43.18102946410364,-79.22179138124997,0,0,90,2025-06,OK,,
MEQ6rG8kz1ek6-Qp5JxVqA_0.jpg,MEQ6rG8kz1ek6-Qp5JxVqA,43.18547397753313,-79.22988346058175,0,0,90,2025-06,OK,,
jl9l0OfkkT5sOnurAXIHkg_0.jpg,jl9l0OfkkT5sOnurAXIHkg,43.19502968386678,-79.23679076356285,0,0,90,2025-06,OK,,
P0cPx5e-klgao30qucKZFQ_0.jpg,P0cPx5e-klgao30qucKZFQ,43.18598660150642,-79.23879416595906,0,0,90,2025-06,OK,,
eq-ykAdadg5DqRwVktN2pg_0.jpg,eq-ykAdadg5DqRwVktN2pg,43.18235620246303,-79.2344374447488,0,0,90,2025-05,OK,,
Bn0pYSbbmFg4VWiTHDBqiA_0.jpg,Bn0pYSbbmFg4VWiTHDBqiA,43.18276222189723,-79.22594120611036,0,0,90,2025-06,OK,,
hZx42yan6murv-dRNVoYVQ_0.jpg,hZx42yan6murv-dRNVoYVQ,43.18097684239672,-79.23677613563416,0,0,90,2025-05,OK,,
AZJjuP-SIs_IOdw4L2z2Cw_0.jpg,AZJjuP-SIs_IOdw4L2z2Cw,43.1915651011255,-79.23851675711933,0,0,90,2022-10,OK,,
xxwDi4Mzu-GwyrLMndZyyQ_0.jpg,xxwDi4Mzu-GwyrLMndZyyQ,43.18331274198366,-79.23980036844542,0,0,90,2025-05,OK,,
0AuN6beHZgx4IsxiWlposg_0.jpg,0AuN6beHZgx4IsxiWlposg,43.18628813099809,-79.23573668640257,0,0,90,2025-06,OK,,
5QFPLhEDxs4DtsWb4Nyj2g_0.jpg,5QFPLhEDxs4DtsWb4Nyj2g,43.18601141089101,-79.22734245464055,0,0,90,2025-06,OK,,
HpYRvfMzyWHhhAYykFYLZg_0.jpg,HpYRvfMzyWHhhAYykFYLZg,43.19374864780391,-79.22610092694985,0,0,90,2025-06,OK,,
eNfjeAud3zpmBL9gdt4Q7w_0.jpg,eNfjeAud3zpmBL9gdt4Q7w,43.19276722186002,-79.23072557101895,0,0,90,2022-10,OK,,
IWgPiV4YMWs4FnxL_yTxxQ_0.jpg,IWgPiV4YMWs4FnxL_yTxxQ,43.1894087233914,-79.23681494266353,0,0,90,2025-06,OK,,
lKwkE4lcPWVN9HOs5lxfyA_0.jpg,lKwkE4lcPWVN9HOs5lxfyA,43.18385042204611,-79.22564801095426,0,0,90,2025-06,OK,,
AIH59L-f-R0C7waXg34HdQ_0.jpg,AIH59L-f-R0C7waXg34HdQ,43.19491284073828,-79.22494044905478,0,0,90,2025-06,OK,,
mJ3tzQpCDdNYv5Q6DB0jiQ_0.jpg,mJ3tzQpCDdNYv5Q6DB0jiQ,43.19338562695518,-79.24162095320318,0,0,90,2025-06,OK,,
dDA6BVZ_sJ9w0oQw0AVQ1g_0.jpg,dDA6BVZ_sJ9w0oQw0AVQ1g,43.19208749721873,-79.22418950853204,0,0,90,2025-06,OK,,
REvZxmQvXuIEMz-Pt_DxGw_0.jpg,REvZxmQvXuIEMz-Pt_DxGw,43.18406025462056,-79.23583916903542,0,0,90,2025-06,OK,,
heMJBLBfiFEeGsuzympwKA_0.jpg,heMJBLBfiFEeGsuzympwKA,43.18216879670781,-79.23595653775727,0,0,90,2025-05,OK,,
ckhPPNdssXGT7lRIJCeaKg_0.jpg,ckhPPNdssXGT7lRIJCeaKg,43.17924617558091,-79.22914469307139,0,0,90,2022-10,OK,,
hWS7G0gzz8BGSR9K5Q-PkA_0.jpg,hWS7G0gzz8BGSR9K5Q-PkA,43.19523326335997,-79.23391073864963,0,0,90,2012-07,OK,,
jGw0iDXxOx5U50h3pLFZGA_0.jpg,jGw0iDXxOx5U50h3pLFZGA,43.19324274333344,-79.23238756820506,0,0,90,2025-06,OK,,
p35p0g9dfaxaFOl862ESew_0.jpg,p35p0g9dfaxaFOl862ESew,43.1961489181825,-79.24278088107334,0,0,90,2025-06,OK,,
MxOLy9Jpu4tti9cN8xfvww_0.jpg,MxOLy9Jpu4tti9cN8xfvww,43.19616651750312,-79.23265922975492,0,0,90,2025-06,OK,,
-NpiYqGdrE0IPSNzzaMufA_0.jpg,-NpiYqGdrE0IPSNzzaMufA,43.18338566186121,-79.22569749361733,0,0,90,2025-06,OK,,
PIlCFUUr1XR5LwQehCw3jw_0.jpg,PIlCFUUr1XR5LwQehCw3jw,43.19698403813448,-79.22326627204579,0,0,90,2025-06,OK,,
5bINbxxtdbl-4JmlcNV5rg_0.jpg,5bINbxxtdbl-4JmlcNV5rg,43.18113792975237,-79.23886360408578,0,0,90,2025-05,OK,,
3b1-FeELCd-C8tWERMtGRQ_0.jpg,3b1-FeELCd-C8tWERMtGRQ,43.19279082817576,-79.22319071220836,0,0,90,2020-10,OK,,
BHCEElnbQKlNawXyCpS-Ag_0.jpg,BHCEElnbQKlNawXyCpS-Ag,43.19029222519868,-79.23099138583804,0,0,90,2025-06,OK,,
DzvFHP2c0gLlk_VVF1fcxw_0.jpg,DzvFHP2c0gLlk_VVF1fcxw,43.18584173572325,-79.23195146243508,0,0,90,2025-06,OK,,
B3vAw0PEjbMJZ0qNeNs3Lw_0.jpg,B3vAw0PEjbMJZ0qNeNs3Lw,43.17964596722588,-79.2250478487223,0,0,90,2025-06,OK,,
T_xMrmrPb0Yo5SzXptCwMA_0.jpg,T_xMrmrPb0Yo5SzXptCwMA,43.1794477557954,-79.22858164248693,0,0,90,2022-10,OK,,
7kiEXo1pk-gxj9j_lJM_1w_0.jpg,7kiEXo1pk-gxj9j_lJM_1w,43.18762558896768,-79.22745243322193,0,0,90,2020-10,OK,,
6--jLOTs2OUSv7_a07tHSg_0.jpg,6--jLOTs2OUSv7_a07tHSg,43.19065988206292,-79.22284466803221,0,0,90,2025-06,OK,,
gQHGtNk9VzkP5EGeZ59uzA_0.jpg,gQHGtNk9VzkP5EGeZ59uzA,43.17996479503726,-79.23873333226686,0,0,90,2025-05,OK,,
CK0LWX-M_A8y91EYBruDGg_0.jpg,CK0LWX-M_A8y91EYBruDGg,43.1849891307149,-79.24269604446364,0,0,90,2017-06,OK,,
AuoHMTaDYb9tLM2pRluj7Q_0.jpg,AuoHMTaDYb9tLM2pRluj7Q,43.19403979269276,-79.24053105020897,0,0,90,2022-10,OK,,
ZrwJV3jUmH8uI4zeSgLxVQ_0.jpg,ZrwJV3jUmH8uI4zeSgLxVQ,43.19051877189202,-79.24267909434074,0,0,90,2025-06,OK,,
N-QoJG5t96tfqLT3yaPbsA_0.jpg,N-QoJG5t96tfqLT3yaPbsA,43.18996626563995,-79.2343600008088,0,0,90,2023-07,OK,,
bM-CWVpkiP-3WRX78_mkuQ_0.jpg,bM-CWVpkiP-3WRX78_mkuQ,43.19416533192218,-79.23244134985389,0,0,90,2025-06,OK,,
kyVBqpC7HQGesbewXamvjQ_0.jpg,kyVBqpC7HQGesbewXamvjQ,43.19350087100917,-79.23751071298103,0,0,90,2020-10,OK,,
gfHWwn2i6vn7yMDv1SjUAQ_0.jpg,gfHWwn2i6vn7yMDv1SjUAQ,43.17983066710567,-79.23186911153287,0,0,90,2025-05,OK,,
B4UWuntuHNXezgjbH9SdWw_0.jpg,B4UWuntuHNXezgjbH9SdWw,43.18459539737404,-79.23271860452192,0,0,90,2019-07,OK,,
crTOhow-l5tMvh48xahoug_0.jpg,crTOhow-l5tMvh48xahoug,43.18326995590074,-79.23842692604161,0,0,90,2019-07,OK,,
uobgzyKmv30lZsvpDPvWBQ_0.jpg,uobgzyKmv30lZsvpDPvWBQ,43.18138439151383,-79.241713964786,0,0,90,2025-05,OK,,
OAkoDqnBLJxVVP74f9WmXg_0.jpg,OAkoDqnBLJxVVP74f9WmXg,43.19148578286269,-79.2194025736944,0,0,90,2025-06,OK,,
eLiFMGEIq27XnjrK6Mfvow_0.jpg,eLiFMGEIq27XnjrK6Mfvow,43.18328573951875,-79.22211496762554,0,0,90,2014-05,OK,,
B5zEZddJ1pF001djd_nViA_0.jpg,B5zEZddJ1pF001djd_nViA,43.19364646938539,-79.22305732054778,0,0,90,2025-06,OK,,
F5wRTNp8zsEXIm88pkov9w_0.jpg,F5wRTNp8zsEXIm88pkov9w,43.19310241263289,-79.22606779522472,0,0,90,2025-06,OK,,
izShDcaq_yt5Rt0dFSUGpg_0.jpg,izShDcaq_yt5Rt0dFSUGpg,43.19630695181021,-79.2213114214313,0,0,90,2025-06,OK,,
mn2VDMRCOlk3nc-ET21yfA_0.jpg,mn2VDMRCOlk3nc-ET21yfA,43.18897602872565,-79.23467597168315,0,0,90,2025-06,OK,,
z_pJ0PjqEgMS5aWL3iyhxA_0.jpg,z_pJ0PjqEgMS5aWL3iyhxA,43.18687448932964,-79.23422507610319,0,0,90,2017-06,OK,,
TuRn8cbMfJ5Sg7RdHuWYHA_0.jpg,TuRn8cbMfJ5Sg7RdHuWYHA,43.18194584000106,-79.23421337344102,0,0,90,2025-05,OK,,
GdhyBA3zT1Xg7m3PlHm7hQ_0.jpg,GdhyBA3zT1Xg7m3PlHm7hQ,43.18947716940769,-79.23899938257937,0,0,90,2025-06,OK,,
d2l_V8b4P2LxCQZ2VIWVXQ_0.jpg,d2l_V8b4P2LxCQZ2VIWVXQ,43.1892019266209,-79.22691045615184,0,0,90,2022-10,OK,,
oqZ5gFVI2erRIYT8uZZCFw_0.jpg,oqZ5gFVI2erRIYT8uZZCFw,43.17979071280364,-79.22089402566037,0,0,90,2025-06,OK,,
aY_oh2--cBWJVmYEbvoa6Q_0.jpg,aY_oh2--cBWJVmYEbvoa6Q,43.1930579479437,-79.2340293144673,0,0,90,2025-06,OK,,
JT5s2ZgA-H8SCyupt574qw_0.jpg,JT5s2ZgA-H8SCyupt574qw,43.19046060256066,-79.22900149972251,0,0,90,2019-07,OK,,
0kv0bFDIf6aVF4PE6OLIdg_0.jpg,0kv0bFDIf6aVF4PE6OLIdg,43.18987934483003,-79.22410319215632,0,0,90,2012-08,OK,,
IrUNakX60ttVfA9a5rwT3g_0.jpg,IrUNakX60ttVfA9a5rwT3g,43.19139625738305,-79.23473207533304,0,0,90,2025-06,OK,,
hqmmts_h5Jsq073tBnBLSg_0.jpg,hqmmts_h5Jsq073tBnBLSg,43.18242004855625,-79.23559333099571,0,0,90,2025-05,OK,,
